,loss_grape_cnot_lbfgs,fid_grape_cnot_lbfgs,inf_grape_cnot_lbfgs
0,3.517378091812134,0.3139672875404358,-0.16365517675876617
1,3.517301559448242,0.31397783756256104,-0.16366185247898102
2,3.5166733264923096,0.31406599283218384,-0.16371767222881317
3,3.516042470932007,0.3141542077064514,-0.1637735217809677
4,3.5154144763946533,0.31424248218536377,-0.16382941603660583
5,3.514784574508667,0.3143307566642761,-0.16388532519340515
6,3.5141544342041016,0.31441906094551086,-0.16394124925136566
7,3.513524293899536,0.3145074248313904,-0.16399724781513214
8,3.512894630432129,0.31459560990333557,-0.16405309736728668
9,3.5122640132904053,0.3146841526031494,-0.1641092300415039
10,3.5116331577301025,0.3147725462913513,-0.16416524350643158
11,3.5110023021698,0.31486085057258606,-0.16422119736671448
12,3.5103721618652344,0.3149494230747223,-0.1642773449420929
13,3.5097413063049316,0.3150377869606018,-0.16433338820934296
14,3.509111166000366,0.31512632966041565,-0.164389505982399
15,3.508479118347168,0.31521478295326233,-0.16444560885429382
16,3.5078482627868652,0.3153034746646881,-0.1645018607378006
17,3.5072169303894043,0.3153921961784363,-0.16455815732479095
18,3.5065860748291016,0.31548088788986206,-0.16461442410945892
19,3.505953311920166,0.31556934118270874,-0.16467054188251495
20,3.5053229331970215,0.315658301115036,-0.16472701728343964
21,3.5046908855438232,0.31574684381484985,-0.16478319466114044
22,3.504056692123413,0.3158358037471771,-0.16483967006206512
23,3.5034265518188477,0.31592458486557007,-0.16489601135253906
24,3.502793788909912,0.316013365983963,-0.1649523675441742
25,3.5021612644195557,0.3161022961139679,-0.16500882804393768
26,3.501528024673462,0.31619131565093994,-0.16506539285182953
27,3.500896453857422,0.31628018617630005,-0.16512183845043182
28,3.5002639293670654,0.31636929512023926,-0.16517843306064606
29,3.499629497528076,0.3164582848548889,-0.1652349829673767
30,3.498997688293457,0.3165472745895386,-0.16529151797294617
31,3.498363971710205,0.31663641333580017,-0.16534818708896637
32,3.4977312088012695,0.31672537326812744,-0.16540470719337463
33,3.497098445892334,0.3168146014213562,-0.16546142101287842
34,3.4964640140533447,0.31690385937690735,-0.1655181497335434
35,3.4958295822143555,0.31699299812316895,-0.165574848651886
36,3.4951961040496826,0.31708231568336487,-0.16563162207603455
37,3.494562864303589,0.31717154383659363,-0.1656884104013443
38,3.4939277172088623,0.3172609210014343,-0.16574524343013763
39,3.493293523788452,0.3173501491546631,-0.165802001953125
40,3.492659568786621,0.317439466714859,-0.16585880517959595
41,3.4920241832733154,0.3175288736820221,-0.16591569781303406
42,3.4913907051086426,0.3176182806491852,-0.16597259044647217
43,3.490755558013916,0.3177078664302826,-0.1660296618938446
44,3.490119695663452,0.31779730319976807,-0.1660865694284439
45,3.489485502243042,0.3178868889808655,-0.16614359617233276
